MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
45698,4/25/2006,7/6/2006,Male,4,ningguo,anhui,CN,44.0,3/31/2014,6,3025,2625.0,1601.0,8320,10/22/2013,162,97.6,232,0,0.5252391829999999,3025,0
7174,11/12/2012,11/12/2012,Male,4,dalian,liaoning,CN,47.0,3/31/2014,6,4848,2485.0,710.0,4401,9/28/2013,186,64.0,124,0,1.26002045,4848,0
58383,11/18/2009,6/13/2011,Male,4,shenzhen,guangdong,CN,38.0,3/31/2014,3,968,0.0,0.0,4122,6/21/2013,285,180.0,357,0,0.443333333,968,0
22951,11/20/2010,11/20/2010,Male,5,dalian,liaoning,CN,36.0,3/31/2014,29,17424,9881.0,8759.0,24811,3/12/2014,20,25.14285714,88,0,0.84631091,19144,22
46627,8/3/2011,11/25/2011,Female,4,zhongshan,guangdong,CN,35.0,3/31/2014,14,9220,4053.0,6876.0,15414,10/31/2013,153,40.92307692,154,0,0.706163877,14367,26
8883,12/25/2006,2/21/2007,Male,4,wulumuqishi,xinjiang,CN,65.0,3/31/2014,5,5613,5569.0,1398.0,16198,11/17/2013,136,82.75,286,0,0.534217805,6113,1
62814,10/12/2007,10/12/2007,Male,6,haerbinshi,heilongjiang,CN,54.0,3/31/2014,29,25295,9694.0,14818.0,41073,3/18/2014,14,25.28571429,93,2,0.710426071,25295,2
8981,8/20/2006,9/30/2013,Male,4,chengdu,sichuan,CN,36.0,3/31/2014,7,5116,0.0,4679.0,7230,12/1/2013,122,10.33333333,24,0,0.716311203,5116,0
60768,2/14/2013,6/1/2013,Male,4,beijing,beijing,CN,46.0,3/31/2014,14,14805,0.0,17180.0,36572,3/23/2014,9,22.76923077,80,0,0.687503008,15259,1
30559,8/26/2008,11/27/2008,Male,4,beijing,beijing,CN,45.0,3/31/2014,7,9297,7015.0,690.0,10217,5/11/2013,326,63.16666667,122,0,0.849921699,9297,0
10701,6/9/2012,7/4/2012,Male,4,shanghai,shanghai,CN,32.0,3/31/2014,9,12468,0.0,3648.0,14462,3/24/2014,8,78.625,173,0,0.954374222,12468,0
20038,1/26/2013,2/16/2013,Male,4,nanhai,guangdong,CN,33.0,3/31/2014,2,1526,1700.0,0.0,3934,2/22/2013,404,6.0,6,0,0.5,1526,0
54183,12/20/2010,2/9/2011,Male,4,beijing,beijing,CN,33.0,3/31/2014,3,1047,1463.0,0.0,1879,7/30/2012,611,33.5,63,0,0.685790314,8586,25
12113,4/26/2008,9/7/2013,Male,4,beijing,beijing,CN,46.0,3/31/2014,2,1602,0.0,2600.0,4196,11/29/2013,124,83.0,83,0,0.67,1602,0
56450,11/21/2005,9/26/2013,Male,4,beijing,beijing,CN,41.0,3/31/2014,8,3976,0.0,4347.0,5315,3/12/2014,20,24.0,67,0,0.778457197,3976,0
30585,2/21/2009,3/7/2009,Female,4,beijing,beijing,CN,55.0,3/31/2014,16,8906,6432.0,4602.0,11464,3/27/2014,5,47.53333333,229,0,0.875632415,8906,0
19850,5/30/2012,7/1/2012,Male,4,wuhan,hubei,CN,39.0,3/31/2014,3,2519,950.0,1804.0,3335,1/12/2014,80,280.0,284,0,0.889175412,2519,0
5373,7/18/2011,7/18/2011,Male,4,beijing,beijing,CN,43.0,3/31/2014,5,5454,4263.0,1209.0,8209,6/23/2013,283,108.75,276,0,0.7662394929999999,5671,2
20491,5/25/2007,9/28/2007,Male,4,chenghai,guangdong,CN,44.0,3/31/2014,3,4767,4462.0,0.0,5021,9/28/2012,551,67.0,74,0,0.93411671,4767,0
7294,2/15/2013,2/20/2013,Female,4,dalian,liaoning,CN,28.0,3/31/2014,5,2126,1552.0,1736.0,7371,9/24/2013,190,54.0,142,0,0.458289242,2126,0
45376,3/6/2012,6/3/2013,Male,4,dongguan,guangdong,CN,38.0,3/31/2014,3,354,0.0,1048.0,2865,12/15/2013,108,97.5,191,0,0.356666667,5109,23
37616,11/17/2011,12/1/2011,Female,4,guangzhou,guangdong,CN,32.0,3/31/2014,12,2543,462.0,3980.0,7058,2/17/2014,44,51.09090909,271,0,0.549863984,2543,0
53395,5/17/2011,6/5/2011,Male,4,kelamayi,xinjiang,CN,40.0,3/31/2014,23,23261,7835.0,19041.0,50542,12/17/2013,106,24.68181818,120,0,0.632852083,25232,1
32569,9/2/2011,9/2/2011,Male,4,changchun,jilin,CN,54.0,3/31/2014,21,14526,6700.0,8764.0,18171,2/21/2014,40,29.9,98,0,0.86226955,14526,0
30607,11/9/2008,11/9/2008,Male,4,zhongqing,zhongqing,CN,48.0,3/31/2014,3,1310,0.0,1335.0,3484,12/24/2013,99,25.0,50,0,0.387072331,1310,0
35438,2/21/2006,2/21/2006,Male,4,guangzhou,guangdong,CN,44.0,3/31/2014,10,18922,6640.0,6016.0,28811,2/14/2014,47,64.22222222,265,0,0.7463572940000001,18922,0
37666,3/5/2012,6/4/2012,Female,4,shenzhen,guangdong,CN,28.0,3/31/2014,7,2971,2254.0,1830.0,8572,12/27/2013,96,95.16666667,212,0,0.495664956,2971,0
54192,12/13/2010,9/20/2012,Female,4,shanghai,shanghai,CN,36.0,3/31/2014,7,4697,2311.0,2130.0,7019,3/12/2014,20,89.83333333,262,0,0.762922069,5971,12
27410,3/6/2012,8/16/2012,Male,4,shanghai,shanghai,CN,33.0,3/31/2014,6,3302,1562.0,316.0,8514,10/22/2013,162,86.4,381,0,0.509160207,6343,12
28319,5/29/2008,12/13/2008,Male,4,shanghai,shanghai,CN,40.0,3/31/2014,5,5573,0.0,0.0,8466,10/18/2013,166,100.0,320,0,0.71133357,5573,0
43494,3/3/2013,3/3/2013,Male,5,nanningshi,guangxi,CN,35.0,3/31/2014,19,12198,1607.0,10492.0,16561,3/7/2014,25,20.55555556,53,0,0.7804540790000001,12198,0
16776,6/12/2009,6/12/2009,Male,4,joonggu,incheon,KR,52.0,3/31/2014,31,11450,32902.0,10400.0,17980,3/1/2014,31,23.2,83,2,0.766774194,11450,2
17326,5/23/2012,5/23/2012,Male,4,haerbin,heilongjiang,CN,47.0,3/31/2014,11,7549,5340.0,3570.0,17620,11/9/2013,144,53.5,178,0,0.577797389,7549,0
51766,10/31/2012,10/31/2012,Female,4,kunming,yunnan,CN,31.0,3/31/2014,5,1915,502.0,2299.0,4633,12/26/2013,97,105.25,223,0,0.608700626,1915,0
58880,10/14/2010,10/14/2010,Female,4,shanghai,0,CN,76.0,3/31/2014,3,2307,0.0,0.0,4146,10/17/2013,167,222.5,444,0,0.718929088,2307,0
1473,1/22/2011,1/20/2012,Male,4,dezhou,shandongsheng,CN,44.0,3/31/2014,5,11880,8687.0,0.0,13197,3/19/2013,379,50.75,90,0,0.9149731,11880,0
10335,1/14/2010,2/14/2010,Male,4,shanghai,shanghai,CN,40.0,3/31/2014,11,6576,3340.0,1415.0,11005,10/14/2013,170,55.3,279,0,0.682052703,6576,1
52546,3/21/2013,3/21/2013,Female,4,guangzhou,guangdong,CN,31.0,3/31/2014,10,4148,548.0,5345.0,7280,11/13/2013,140,26.33333333,60,0,0.807,4148,0
9526,1/26/2006,4/23/2006,Male,4,guangzhou,guangdong,CN,35.0,3/31/2014,60,22604,21964.0,11214.0,40147,1/20/2014,72,11.16949153,47,1,0.67468578,24093,4
28391,12/25/2009,1/23/2010,Male,5,shantou,guangdong,CN,52.0,3/31/2014,40,21622,18301.0,9369.0,31789,3/3/2014,29,17.94871795,132,5,0.694208374,22122,6
5842,9/14/2011,10/7/2011,Male,4,,,TW,45.0,3/31/2014,19,9262,7397.0,4403.0,9987,12/24/2013,99,32.33333333,138,0,0.6904626009999999,9262,0
32417,12/6/2011,12/6/2011,Male,4,qingdao,shandong,CN,44.0,3/31/2014,22,21601,17953.0,3975.0,30680,3/15/2014,17,32.904761900000004,162,0,0.7858666879999999,22250,1
12334,6/30/2008,8/16/2012,Male,4,anxin,hebei,CN,45.0,3/31/2014,7,7153,7081.0,2773.0,14702,9/12/2013,202,65.33333333,123,0,0.6729499390000001,7153,0
14783,10/22/2011,10/22/2011,Male,4,changchun,jilin,CN,32.0,3/31/2014,3,2870,516.0,1575.0,4675,1/22/2014,70,227.5,307,0,0.696962567,4370,1
44560,1/12/2006,1/12/2006,Female,4,shenyang,liaoning,CN,50.0,3/31/2014,17,12539,0.0,2822.0,22553,3/23/2014,9,41.9375,147,0,0.6693978629999999,12539,0
61117,10/27/2012,10/27/2012,Female,4,suzhou,jiangsu,CN,33.0,3/31/2014,29,36134,5190.0,1288.0,42841,8/24/2013,221,10.75,54,0,0.983453234,36134,0
37284,2/16/2008,12/28/2008,Male,4,shenzhen,guangdong,CN,47.0,3/31/2014,9,6670,3179.0,5625.0,14757,2/8/2014,53,67.0,177,0,0.618948973,6670,0
16378,12/26/2012,12/26/2012,Male,6,shenyang,liaoning,CN,50.0,3/31/2014,47,35149,2995.0,30243.0,43389,3/31/2014,1,10.02173913,60,3,0.8476026179999999,38417,4
36828,9/1/2006,3/18/2007,Male,4,dalian,liaoning,CN,38.0,3/31/2014,31,25470,2450.0,31129.0,58001,3/31/2014,1,19.6,105,1,0.656667816,50481,31
58351,12/6/2009,12/18/2009,Male,4,guangzhou,guangdong,CN,37.0,3/31/2014,7,7406,1024.0,7001.0,13067,3/20/2014,12,91.83333333,339,1,0.7038876559999999,13311,23
27930,10/4/2006,12/12/2006,Female,4,zhuhai,guangdong,CN,41.0,3/31/2014,26,16234,14057.0,1314.0,27352,5/25/2013,312,13.8,61,2,0.7105111140000001,17734,3
20599,6/3/2007,8/10/2007,Male,4,suzhou,jiangsu,CN,34.0,3/31/2014,17,16181,6801.0,5367.0,23473,1/19/2014,73,34.25,144,0,0.764873259,16181,0
56138,1/25/2005,2/4/2005,Male,4,,beijing,CN,49.0,3/31/2014,3,2166,1840.0,507.0,2828,1/1/2014,91,317.0,406,0,0.8783592640000001,2166,0
55566,12/4/2010,6/2/2011,Male,4,dalian,liaoning,CN,35.0,3/31/2014,5,3744,2100.0,1820.0,4845,1/2/2014,90,126.75,348,0,0.795867905,3744,0
32595,8/10/2011,8/10/2011,Female,4,guangzhou,guangdong,CN,35.0,3/31/2014,2,700,980.0,0.0,1096,3/1/2013,397,10.0,10,0,0.7,700,0
41138,3/2/2011,3/2/2011,Male,4,shenzhen,guangdongsheng,CN,31.0,3/31/2014,4,1452,0.0,1186.0,5846,12/19/2013,104,131.6666667,219,0,0.523380089,1452,0
54765,5/26/2006,5/26/2006,Male,4,IMUS,CAVITE,PH,51.0,3/31/2014,15,5235,7628.0,2142.0,17571,8/23/2013,222,36.21428571,105,0,0.524898981,5235,0
6577,8/19/2012,8/19/2012,Male,4,shanghai,shanghai,CN,37.0,3/31/2014,4,2283,490.0,1957.0,5844,2/25/2014,36,185.0,468,0,0.52940794,2283,0
50231,3/16/2011,3/16/2011,Female,5,wuhan,hubei,CN,38.0,3/31/2014,55,33330,25792.0,12897.0,57280,3/20/2014,12,12.83333333,57,1,0.720983415,33923,1
32505,5/20/2011,5/20/2011,Male,4,beijing,beijing,CN,36.0,3/31/2014,21,25336,20645.0,3827.0,34684,12/1/2013,122,28.25,82,0,0.8390410559999999,25336,1
8149,8/26/2009,4/2/2013,Male,4,haerbin,heilongjiang,CN,60.0,3/31/2014,13,21129,0.0,18312.0,15256,1/3/2014,89,23.0,143,1,1.435107499,21515,1
21581,7/7/2009,7/7/2009,Male,4,,,CN,40.0,3/31/2014,6,5385,3800.0,1632.0,7089,4/21/2013,346,71.8,154,0,0.7940330090000001,5385,0
2130,3/29/2005,1/4/2009,Male,4,suzhou,jiangsu,CN,55.0,3/31/2014,3,934,0.0,1993.0,2952,11/2/2013,151,7.0,11,0,0.597628726,934,0
23345,8/16/2011,12/28/2011,Male,4,shanghai,shanghai,CN,36.0,3/31/2014,33,37288,0.0,5872.0,55082,2/22/2014,39,17.53125,57,1,0.778722813,112867,11
59247,4/27/2011,4/27/2011,Female,4,zhuhai,guangdong,CN,56.0,3/31/2014,2,896,0.0,1215.0,2158,9/17/2013,197,29.0,29,0,0.515,896,0
34759,7/24/2010,7/24/2010,Male,5,dalian,liaoning,CN,47.0,3/31/2014,29,40621,18851.0,27161.0,44033,3/25/2014,7,25.42857143,93,3,1.059304158,59796,21
22984,8/5/2011,8/5/2011,Male,4,SANUKI,KAGAWA,JP,63.0,3/31/2014,12,29312,5403.0,32044.0,26554,1/10/2014,82,37.09090909,149,0,0.961171951,35788,2
13568,8/13/2010,5/6/2012,Male,4,shanghai,shanghai,CN,45.0,3/31/2014,3,1459,2016.0,0.0,6271,5/9/2012,693,1.5,2,0,0.395471217,1459,0
14530,9/8/2012,9/25/2012,Male,4,foshan,guangdong,CN,41.0,3/31/2014,4,2248,690.0,1905.0,2416,11/2/2013,151,134.33333330000002,263,0,0.94,2248,0
23269,4/16/2012,4/16/2012,Male,4,IKA-GUN,SHIGA-KEN,JP,56.0,3/31/2014,2,6476,8148.0,0.0,5286,4/28/2012,704,12.0,12,0,1.05,6476,0
34937,7/28/2012,7/28/2012,Male,4,shenyangshi,shenyangshi,CN,48.0,3/31/2014,2,1534,2121.0,0.0,3119,8/29/2012,581,32.0,32,0,0.741615903,1534,0
17601,11/13/2005,11/13/2005,Male,4,jingjiang,jiangsu,CN,51.0,3/31/2014,17,16779,1586.0,4553.0,25155,3/18/2014,14,32.625,111,0,0.782655138,16779,0
57977,8/16/2010,8/16/2010,Female,4,anqing,anhui,CN,33.0,3/31/2014,2,662,688.0,0.0,1752,6/19/2012,652,52.0,52,0,0.4,662,0
46991,1/16/2013,3/18/2013,Male,4,shanghai,shanghai,CN,32.0,3/31/2014,8,6833,990.0,5593.0,8040,7/14/2013,262,16.85714286,65,0,0.844631841,6833,0
21957,12/25/2008,2/16/2009,Male,4,xian,shanxi,CN,40.0,3/31/2014,8,5304,3715.0,3147.0,10997,9/24/2013,190,75.57142857,151,0,0.681605893,5304,0
56318,7/13/2005,9/19/2005,Male,4,guiyang,guizhou,CN,42.0,3/31/2014,6,10669,1410.0,8838.0,8527,12/30/2013,93,64.8,123,0,1.299433564,10669,0
53126,12/27/2012,12/28/2012,Male,4,shenyang,liaoning,CN,48.0,3/31/2014,2,854,1190.0,0.0,1298,3/7/2013,391,69.0,69,0,0.85,854,0
34121,3/10/2013,9/19/2013,Female,4,haerbin,heilongjiang,CN,36.0,3/31/2014,2,1677,0.0,1283.0,2222,12/30/2013,93,102.0,102,0,0.675,1677,0
52587,12/1/2009,12/7/2009,Male,5,zhengzhou,henan,CN,35.0,3/31/2014,45,29301,17809.0,12857.0,39858,3/19/2014,13,15.95454545,95,3,0.8390920270000001,57709,38
39602,10/15/2010,10/15/2010,Male,4,shanghai,shanghai,CN,44.0,3/31/2014,10,5972,3439.0,2597.0,8822,3/25/2014,7,80.0,295,0,0.711903197,5972,0
33021,11/25/2011,12/1/2011,Male,4,dongyingshi,shandong,CN,55.0,3/31/2014,16,35698,20461.0,9715.0,29439,2/21/2014,40,41.66666667,136,0,1.3407028090000002,35698,0
31377,3/5/2011,3/5/2011,Male,4,zhongqing,zhongqing,CN,47.0,3/31/2014,15,8073,7231.0,2045.0,12528,1/9/2014,83,45.92857143,200,1,0.793884898,10073,3
13049,1/27/2009,1/27/2009,Female,4,changchun,jilin,CN,39.0,3/31/2014,4,1821,1056.0,1680.0,3732,6/22/2013,284,60.0,106,0,0.7125,1821,0
57739,6/6/2008,6/6/2008,Female,6,shenyang,liaoning,CN,45.0,3/31/2014,60,44577,21534.0,14900.0,63926,3/14/2014,18,11.88135593,78,1,0.77486719,48047,5
9251,9/14/2011,5/17/2012,Female,4,dalian,liaoning,CN,56.0,3/31/2014,46,35341,14882.0,21649.0,56877,3/16/2014,16,14.86666667,72,0,0.7283168940000001,44156,20
26831,6/12/2008,6/12/2008,Male,5,benxi,liaoning,CN,45.0,3/31/2014,44,66923,27097.0,38622.0,69243,3/28/2014,4,16.162790700000002,92,0,1.048949208,68954,0
22251,9/18/2009,9/18/2009,Male,4,beijing,beijing,CN,34.0,3/31/2014,16,8708,4614.0,5314.0,12350,11/28/2013,125,35.06666667,105,1,0.765557895,8708,1
7437,3/9/2013,3/9/2013,Male,4,Gangnam-gu,Seoul,KR,47.0,3/31/2014,2,1648,3120.0,0.0,4644,3/10/2013,388,1.0,1,0,0.75,1648,0
58754,6/5/2010,6/5/2010,Female,4,guangzhou,guangdong,CN,31.0,3/31/2014,9,7128,2780.0,5446.0,13311,3/27/2014,5,85.375,284,0,0.6330456010000001,7128,0
59917,9/14/2011,3/19/2012,Male,4,beijing,beijing,CN,37.0,3/31/2014,7,5799,3216.0,2627.0,9969,3/7/2014,25,88.33333333,219,0,0.6181602970000001,6934,1
2743,3/31/2009,3/31/2009,Female,4,beijing,beijing,CN,35.0,3/31/2014,4,5993,5146.0,690.0,7596,5/9/2013,328,65.0,185,0,0.8457872559999999,5993,0
14474,10/1/2011,7/26/2013,Male,4,shenzhen,guangdong,CN,37.0,3/31/2014,4,4526,0.0,4475.0,6134,2/12/2014,49,67.0,180,0,0.798746332,4526,0
48566,8/12/2008,8/14/2008,Male,4,guangzhou,guangdong,CN,52.0,3/31/2014,30,34624,10341.0,23520.0,52844,3/31/2014,1,23.86206897,118,0,0.723986072,34624,0
10348,3/23/2010,4/19/2010,Male,4,,HONG KONG,HK,39.0,3/31/2014,9,3954,4312.0,1916.0,8691,11/7/2013,146,70.875,320,0,0.6512978939999999,3954,0
26081,10/28/2011,2/23/2012,Male,4,enshishi,hubeisheng,CN,34.0,3/31/2014,6,4827,3088.0,0.0,5695,10/19/2012,530,24.6,57,0,0.779885865,4827,0
53406,6/7/2011,11/9/2011,Female,4,wu,xinjiang,CN,41.0,3/31/2014,15,14926,4840.0,7545.0,27987,11/24/2013,129,39.71428571,96,0,0.66224247,18309,3
36331,2/13/2012,8/16/2013,Male,4,zhanjiang,guangdong,CN,29.0,3/31/2014,11,8732,0.0,9108.0,13528,3/24/2014,8,22.1,90,0,0.774557954,13237,26
14732,6/16/2012,6/16/2012,Male,4,shanghai,shanghai,CN,56.0,3/31/2014,18,19273,1893.0,13985.0,27861,3/16/2014,16,37.58823529,190,0,0.762577438,22922,1
56225,4/7/2005,4/23/2005,Male,4,shenzhen,guangdong,CN,48.0,3/31/2014,4,7868,0.0,6091.0,8308,2/27/2014,34,75.33333333,132,0,0.87,7868,0
25580,2/14/2013,2/14/2013,Male,4,guangzhoushi,guangdong,CN,29.0,3/31/2014,5,1923,930.0,1834.0,3065,11/24/2013,129,70.75,225,0,0.753265905,3799,10
40303,2/22/2012,4/10/2012,Male,4,shenzhen,guangdong,CN,75.0,3/31/2014,9,6174,3448.0,4082.0,7119,3/26/2014,6,89.5,206,0,0.912746172,6174,0
27176,11/9/2010,11/9/2010,Female,4,shunde,guangdong,CN,49.0,3/31/2014,8,4215,3914.0,736.0,8152,10/28/2013,156,50.57142857,140,0,0.6641241410000001,12208,26
52793,4/2/2010,7/2/2011,Male,4,changchun,jilin,CN,40.0,3/31/2014,5,3153,864.0,4050.0,6264,7/16/2013,260,111.25,235,0,0.751096743,3153,0
24565,5/17/2012,5/17/2012,Male,4,zhengzhou,henan,CN,39.0,3/31/2014,19,11013,6207.0,6819.0,19382,11/23/2013,130,30.83333333,130,0,0.6917098340000001,11013,0
26721,5/31/2007,6/1/2007,Male,4,wenzhoushi,zhejiang,CN,45.0,3/31/2014,9,11619,9615.0,2591.0,15032,7/1/2013,275,54.875,174,0,0.8505408459999999,12754,1
30223,10/12/2008,10/12/2008,Male,5,.,beijing,CN,47.0,3/31/2014,73,92708,37975.0,30151.0,163958,3/19/2014,13,9.847222222,32,1,0.6731207379999999,121394,34
36447,10/30/2012,9/18/2013,Male,4,beijing,beijing,CN,35.0,3/31/2014,3,656,0.0,2453.0,5794,12/23/2013,100,48.0,95,0,0.476237487,10403,19
33129,1/21/2012,1/21/2012,Male,4,dalian,liaoning,CN,41.0,3/31/2014,4,2326,3866.0,0.0,11958,1/30/2013,427,74.33333333,203,0,0.404457267,2326,0
16868,4/18/2012,4/18/2012,Male,4,Yongsan-gu,Seoul,KR,45.0,3/31/2014,2,4122,3390.0,0.0,4644,4/21/2012,711,3.0,3,0,0.8,4122,0
59687,11/23/2011,11/23/2011,Male,4,beijing,beijing,CN,47.0,3/31/2014,2,854,0.0,758.0,2355,10/19/2013,165,517.0,517,0,0.662484076,854,0
30594,11/27/2008,7/12/2009,Male,4,dujiangyan,sichuan,CN,51.0,3/31/2014,4,4377,0.0,3917.0,6227,3/31/2014,1,22.66666667,55,0,0.682869761,4377,0
43173,12/1/2012,12/1/2012,Male,4,,,HK,57.0,3/31/2014,4,2665,1420.0,3889.0,7903,1/13/2014,79,136.0,318,0,0.49728331,2665,0
38589,7/15/2007,7/15/2007,Female,4,guangzhou,guangdong,CN,42.0,3/31/2014,3,2835,0.0,3939.0,6265,7/20/2013,256,38.5,74,0,0.707613727,2835,0
2272,7/22/2005,12/14/2007,Male,4,shamen,fujian,CN,38.0,3/31/2014,2,2243,2304.0,0.0,2329,2/26/2013,400,16.0,16,0,0.97617003,2243,0
25821,8/25/2010,9/1/2010,Female,4,changchun,jilinsheng,CN,40.0,3/31/2014,19,16866,5784.0,10203.0,29605,1/27/2014,65,26.44444444,126,0,0.694691775,16866,0
13916,4/11/2011,5/13/2011,Female,4,chengdu,sichuan,CN,35.0,3/31/2014,14,8224,672.0,8825.0,14815,3/20/2014,12,45.92307692,272,0,0.6658636520000001,8224,0
18792,4/20/2006,4/21/2006,Male,6,nanhai,guangdong,CN,46.0,3/31/2014,56,78455,49573.0,32001.0,57828,3/17/2014,15,13.01818182,46,0,1.402678633,82052,2
2840,12/13/2007,2/25/2008,Male,4,beijing,beijing,CN,41.0,3/31/2014,3,370,0.0,1309.0,2726,11/1/2013,152,27.5,52,0,0.45875642,370,0
31013,11/7/2012,11/7/2012,Male,4,guangzhou,guangdong,CN,56.0,3/31/2014,4,10983,1824.0,4800.0,26378,2/10/2014,51,153.33333330000002,397,0,0.653219349,10983,0
32241,4/27/2011,4/27/2011,Female,4,shenzhen,guangdong,CN,43.0,3/31/2014,6,1855,1612.0,1977.0,8425,1/15/2014,77,130.4,245,0,0.429865875,1855,0
17298,6/29/2010,7/18/2010,Male,4,haerbin,heilongjiang,CN,31.0,3/31/2014,16,11031,7341.0,3664.0,22891,1/31/2014,61,37.6,148,2,0.629679787,11031,2
44490,7/1/2011,9/9/2011,Male,4,jiujiangshi,jiangxi,CN,54.0,3/31/2014,8,8925,1566.0,6155.0,12556,1/21/2014,71,88.57142857,317,0,0.791534724,8925,0
10375,6/20/2010,4/12/2011,Male,4,shantou,guangdong,CN,34.0,3/31/2014,6,2192,0.0,3690.0,4854,11/1/2013,152,12.6,57,0,0.593440461,2501,8
21916,4/19/2009,4/22/2009,Male,4,yining,xinjiang,CN,44.0,3/31/2014,16,16852,0.0,10455.0,20196,3/8/2014,24,42.4,162,0,0.7586695390000001,16852,0
43151,10/31/2012,10/31/2012,Female,4,beijing,beijing,CN,33.0,3/31/2014,7,7994,4051.0,4112.0,11534,9/18/2013,196,53.66666667,163,0,0.811106294,7994,0
48698,10/22/2010,11/25/2010,Male,4,beijing,beijing,CN,37.0,3/31/2014,12,7651,2240.0,6006.0,12102,3/23/2014,9,58.81818182,193,0,0.728230871,7651,0
43915,10/19/2010,10/31/2010,Female,4,dalian,liaoning,CN,44.0,3/31/2014,18,8270,2660.0,4981.0,18276,1/25/2014,67,36.58823529,186,1,0.602721602,8270,1
57361,7/9/2008,11/21/2009,Female,4,shanghai,shanghai,CN,46.0,3/31/2014,5,3648,0.0,3187.0,6811,2/10/2014,51,119.75,306,0,0.724335634,3648,0
60759,7/27/2012,8/31/2012,Female,4,dalian,liaoning,CN,38.0,3/31/2014,23,15401,1418.0,4758.0,29442,9/13/2013,201,17.18181818,42,1,0.7345659259999999,16722,9
49383,9/27/2009,10/19/2009,Male,4,shanghai,shanghai,CN,40.0,3/31/2014,6,4790,1320.0,2360.0,8815,3/26/2014,6,127.8,283,0,0.707498582,4790,0
58268,9/17/2009,10/30/2009,Male,4,shenzhenshi,guangdong,CN,40.0,3/31/2014,5,3268,3092.0,1377.0,7137,11/6/2013,147,109.25,192,0,0.626422867,5134,5
61636,11/16/2009,11/16/2009,Male,4,KYUNGI-DO,,KR,41.0,3/31/2014,6,2431,2660.0,1357.0,4812,6/8/2013,298,78.8,260,0,0.7438050709999999,2431,0
946,12/18/2006,2/9/2007,Male,4,beijing,beijing,CN,42.0,3/31/2014,2,2397,768.0,1113.0,2456,11/21/2013,132,456.0,456,0,0.870651466,2397,0
6700,11/3/2012,11/3/2012,Male,4,shenzhen,guangdong,CN,47.0,3/31/2014,5,3497,734.0,3444.0,6667,12/29/2013,94,105.25,190,0,0.630443978,3497,0
55252,2/1/2007,8/24/2010,Male,4,shanghai,shanghai,CN,55.0,3/31/2014,2,5390,0.0,1756.0,4821,1/16/2014,76,601.0,601,0,1.08402821,5390,0
45383,4/4/2012,4/6/2012,Male,4,foshan,guangdong,CN,44.0,3/31/2014,13,13580,7910.0,6662.0,18624,7/22/2013,254,39.33333333,171,0,0.8226723579999999,49590,31
8972,12/24/2009,12/21/2013,Female,4,JI NAN,,CN,54.0,3/31/2014,2,836,0.0,1712.0,2537,1/19/2014,73,29.0,29,0,0.643590855,836,0
12041,3/11/2008,3/11/2008,Male,4,beijing,beijing,CN,61.0,3/31/2014,4,413,720.0,470.0,4040,9/3/2013,211,109.0,192,0,0.31,413,0
11799,11/12/2007,11/1/2009,Male,4,shanghai,shanghai,CN,36.0,3/31/2014,3,5434,0.0,5302.0,8278,2/24/2014,37,10.0,19,0,0.67,5434,0
54569,2/13/2013,6/21/2013,Female,4,dalianshi,liaoning,CN,33.0,3/31/2014,9,4970,0.0,6196.0,11505,3/6/2014,26,32.375,119,0,0.692026945,7539,10
31183,1/7/2010,1/7/2010,Male,5,beijing,beijing,CN,45.0,3/31/2014,23,13308,4184.0,9485.0,19036,3/19/2014,13,30.13636364,96,0,0.81577117,13308,1
1253,3/11/2008,3/11/2008,Male,4,changsha,hunan,CN,58.0,3/31/2014,24,19773,9517.0,11200.0,32331,3/30/2014,2,31.43478261,109,2,0.710830782,20502,3
30134,4/21/2008,4/21/2008,Male,4,SINGAPORE,CB,SG,57.0,3/31/2014,2,970,0.0,1097.0,1252,3/7/2014,25,3.0,3,0,0.754121406,970,0
45115,11/19/2010,3/21/2013,Male,4,beijing,beijing,CN,50.0,3/31/2014,11,7367,1620.0,5759.0,9340,3/3/2014,29,34.8,211,0,0.817719486,8069,11
18543,7/31/2012,3/30/2013,Male,4,foshan,guangdong,CN,34.0,3/31/2014,14,7431,1360.0,8858.0,19644,3/18/2014,14,27.23076923,63,0,0.550208715,7431,0
23907,4/13/2012,4/13/2012,Male,4,beijing,beijing,CN,29.0,3/31/2014,2,1074,1451.0,0.0,3560,4/16/2012,716,3.0,3,0,0.5,1074,0
17947,9/18/2006,2/11/2010,Male,4,haerbin,heilongjiang,CN,,3/31/2014,5,5097,2952.0,1531.0,11206,2/17/2014,44,115.5,381,0,0.5870149920000001,5097,0
28003,11/20/2006,2/8/2007,Male,4,beijing,beijing,CN,57.0,3/31/2014,2,1022,1182.0,0.0,1724,6/9/2012,662,55.0,55,0,0.680046404,1022,0
1997,11/2/2004,6/21/2005,Female,4,guangzhou,guangdong,CN,43.0,3/31/2014,28,14862,2847.0,19526.0,44495,3/25/2014,7,14.81481481,95,0,0.552618721,21278,20
